date,stock_id,title,sentiment
2026-02-23,2330,馬年開紅盤！台股大漲358點飆33964新高　台積電翻紅漲5元 - ETtoday財經雲,0.5
2026-02-23,2330,跌破眼鏡！台股馬年首戰「叩關34000」台積電卻逆勢翻黑、1900元保衛戰開打 - FTNN 新聞網,0.0
2026-02-23,2330,台積電迎接AI大爆發 台灣投資建廠「馬力全開」 - 自由財經,1.0
2026-02-23,2330,快訊／台股34K來了！盤中大漲440點　台積電平天價 - ETtoday財經雲,0.0
2026-02-23,2330,馬年首戰！台積電1920元驚險翻紅、鴻海穩守230 「電源龍頭」飆漲75元衝破半根 - FTNN 新聞網,0.0
2026-02-23,2330,新春紅盤創新高！台股勁揚335點 台積電竟沒動 - Yahoo股市,0.0
2026-02-23,2330,台積電開盤就爆萬張賣單！下一秒翻紅衝1930元新高 專家解析 - Yahoo股市,1.0
2026-02-23,2330,川普關稅燒不到核心！金馬年掌握「三不」禁忌不只台積電...3族群帶隊衝4萬點- 上市櫃 - 旺得富理財網,1.0
2026-02-23,2330,台積電開盤就爆萬張賣單！下一秒翻紅衝1935元新高 專家解析 - Yahoo股市,1.0
2026-02-23,2330,金馬年開紅盤》台積電登1935元、指數衝34212點 雙雙創新猷 - 自由財經,0.5
2026-02-23,2330,台達電(2308)、台積電(2330)、聯發科(2454)…大家都再創新高，我該買誰好？台股18檔口袋清單、目標價一表看 - 今周刊,0.5
2026-02-23,2330,台達電、台積電、聯發科…大家都再創新高，我該買誰好？台股18檔口袋清單、目標價一表看 - 今周刊,0.5
2026-02-23,2330,台積電股東「抱股過年」每天利息賺1818元 年化殖利率34%大豐收 - Yahoo股市,0.0
2026-02-23,2330,【即時新聞】台積電(2330)建廠馬力全開，這「5 檔概念股」買氣爆棚！ - CMoney投資網誌,0.5
2026-02-23,2330,【即時新聞】台積電(2330)建廠馬力全開，這「5 檔概念股」買氣爆棚！ - 理財寶,0.0
2026-02-23,2330,【即時新聞】台積電(2330)ADR春節勁揚逾2%，1月營收首破4000億創新高 - CMoney投資網誌,1.0
2026-02-23,2330,【即時新聞】台積電(2330)ADR春節勁揚逾2％，1月營收首破4000億創新高 - 理財寶,0.5
2026-02-23,2330,2330 台積電 - 2／23台G出量了今天預估成交量近7萬張，先獲利出場一下｜CMoney 股市爆料同學會 - 理財寶,1.0
2026-02-23,2330,2330 台積電 - 2／23台G出量了今天預估成交量近7萬張，先獲利出場一下｜CMoney 股市爆料同學會 - CMoney,1.0
2026-02-23,2330,台股馬年紅盤日飆高急縮！僅收漲167點　台積電跌15元收最低1900 - ETtoday財經雲,-0.5
2026-02-23,2330,2330 台積電 - 馬斯克被抹黑選舉詐欺？這是美國自由派的老把戲｜CMoney 股市爆料同學會 - 理財寶,-0.5
2026-02-23,2330,2330 台積電 - 馬斯克被抹黑選舉詐欺？這是美國自由派的老把戲｜CMoney 股市爆料同學會 - CMoney,-0.5
2026-02-23,2330,2330 台積電 - 馬斯克被抹黑選舉詐欺？這是美國自由派的老把戲｜CMoney 股市爆料同學會 - cmoney.tw,-0.5
2026-02-23,2330,0056與台積電（2330）定期定額買進…真星華：迎接三月00919與00878配息| 存股族愛ETF | 股市 - 聯合新聞網,1.0
2026-02-23,2330,0056與台積電（2330）定期定額買進…真星華：迎接三月00919與00878配息| 存股族愛ETF | 股市 - udn 聯合新聞網,1.0
2026-02-23,2330,0056與台積電（2330）定期定額買進…真星華：迎接三月00919與00878配息| 存股族愛ETF | 股市 | 聯合新聞網 - udn 聯合新聞網,1.0
2026-02-23,2330,0056與台積電（2330）定期定額買進…真星華：迎接三月00919與00878配息| 存股族愛ETF | 股市 | 聯合新聞網 - 聯合新聞網,1.0
2026-02-23,2330,台積電神山護房市　「科技買盤」領頭點火中部新案開紅盤 - 好房網News,0.0
2026-02-23,2330,台股開工日上漲167.55點！台積電卻下挫15元 台玻飆漲停、塑膠族群勁揚 - FTNN 新聞網,0.0
2026-02-23,2330,《證交所》今日單一證券鉅額成交股票：國巨*、光寶科、台積電(2-1) - Money-Link.com.tw,0.5
2026-02-23,2330,《證交所》今日單一證券鉅額成交股票：國巨*、光寶科、台積電(2-1) - 富聯網,0.5
2026-02-23,2330,《證交所》今日單一證券鉅額成交股票：國巨*、光寶科、台積電(2-1) - 旺得富理財網,0.5
2026-02-23,2330,外資爆砍台積電 1.1 萬張！提款破214億元有警訊？名師解析 - Yahoo股市,-0.5
2026-02-23,2330,外資爆砍台積電1.7萬張！尾盤提款破214億元有警訊？名師解析 - Yahoo新聞,-0.5
2026-02-23,2330,外資爆砍台積電1.7萬張！尾盤提款破214億元有警訊？名師解析 - Yahoo股市,-0.5
2026-02-23,2330,台股開盤》台積電、日月光喊衝 指數漲近400點站穩3萬4 - stock.ltn.com.tw,0.5
2026-02-23,2330,台股收漲927點史上第2大！台積電飆1965元、指數登34700點雙創收盤新猷 - stock.ltn.com.tw,0.0
2026-02-23,2330,0056與台積電（2330）定期定額買進…真星華：迎接三月00919與00878配息| 存股族愛ETF | 股市 - udn 聯合新聞網,1.0
2026-02-23,2330,焦點股》台積電：創1975元新天價 - stock.ltn.com.tw,0.5
2026-02-23,2330,焦點股》台積電：創1975元新天價 - stock.ltn.com.tw,0.5
2026-02-23,2330,2330 台積電 - 快訊／台積電現貨飆漲遭列注意股！ 期貨夜盤2000元達陣｜CMoney 股市爆料同學會 - cmoney.tw,0.5
2026-02-24,2330,1900元還算甜甜價？國家隊砸31億入手台積電 上看2500元不是癡人說夢 - FTNN 新聞網,0.0
2026-02-24,2330,台股開盤》台積電、日月光喊衝 指數漲近400點站穩3萬4 - 自由財經,1.0
2026-02-24,2330,快訊／台積電漲25元至1925　台股大漲390點重回34K - ETtoday財經雲,1.0
2026-02-24,2330,台積電漲25元 台股勁揚384點 「這檔」元月報喜開盤就漲停 - Yahoo新聞,1.0
2026-02-24,2330,輝達財報倒數！台積電漲15元至1930元 專家看好「下周2000元」 - Yahoo股市,1.0
2026-02-24,2330,"台積電今年衝上3,000元倒成警訊？ 蔡明翰解析股價估值：我會站賣方| 財經 - Newtalk新聞",0.5
2026-02-24,2330,快訊／台積電刷1940天價　台股大漲逾600點同步創高 - ETtoday財經雲,1.0
2026-02-24,2330,公務員存股30年「擁數百張台積電」，鄉下散戶滾出驚人財富…謝金河：藏富於民是台灣的底氣 - 今周刊,0.0
2026-02-24,2330,看不到天花板！台積電發爐飆1975元 指數登34671點 再創新猷 - 自由財經,0.0
2026-02-24,2330,不甩232條款？「台積電衝1940元」、台達電猛漲50元 「AI伺服器大廠」逆勢泛綠光 - FTNN 新聞網,0.0
2026-02-24,2330,台積電遭瘋搶！2026年美科技巨頭狂撒21兆專家點名這3大方向「缺貨漲價」最兇- 上市櫃 - 旺得富理財網,-0.5
2026-02-24,2330,快訊／台積電刷1975天價　台股大漲近900點同步創高 - ETtoday財經雲,1.0
2026-02-24,2330,台積電遭瘋搶！2026年美科技巨頭狂撒21兆專家點名這3大方向「缺貨漲價」最兇- 上市櫃 - 旺得富理財網,-0.5
2026-02-24,2330,"台股飆漲逾800點 台積電近90度急拉衝達1,975元天價、市值51.21兆元 - udn 聯合新聞網",0.5
2026-02-24,2330,"台股飆漲逾800點 台積電近90度急拉衝達1,975元天價、市值51.21兆元 - 聯合新聞網",0.5
2026-02-24,2330,台積電1940元新高、市值逼近50兆元！ 專家續看好「下周衝2000元」 - Yahoo股市,0.5
2026-02-24,2330,不甩232條款？「台積電衝1940元」、台達電猛漲50元 「AI伺服器大廠」逆勢泛綠光 - Yahoo股市,0.0
2026-02-24,2330,《半導體》台積電再攻1975元新高市值突破51兆關- 上市櫃 - 旺得富理財網,0.0
2026-02-24,2330,《半導體》台積電再攻1975元新高市值突破51兆關- 上市櫃 - 旺得富理財網,0.0
2026-02-24,2330,台積電領軍 台股一度暴漲近900點！法人：地緣干擾短暫 趨勢仍在多方 - 聯合新聞網,0.5
2026-02-24,2330,台積電領軍 台股一度暴漲近900點！法人：地緣干擾短暫 趨勢仍在多方 - udn 聯合新聞網,0.5
2026-02-24,2330,台積電飆1975天價！市值破50兆　今年大漲27% - ETtoday財經雲,0.5
2026-02-24,2330,焦點股》台積電：創1975元新天價 - 自由財經,1.0
2026-02-24,2330,快訊／50兆巨獸發威！台積電將闖「2000元」大關 502億金流灌進炸近7萬量 - FTNN 新聞網,0.5
2026-02-24,2330,快訊／50兆巨獸發威！台積電將闖「2000元」大關 502億金流全灌進 - FTNN 新聞網,0.5
2026-02-24,2330,快訊／50兆巨獸發威！台積電將闖「2000元」大關 502億金流全灌進 - Yahoo股市,0.5
2026-02-24,2330,台積電領軍台股盤中暴漲逾900點 載板三雄強勢亮燈鎖漲停 - Yahoo新聞,0.5
2026-02-24,2330,台股吸金怪獸出爐！台積電狂捲523億穩居榜首「記憶體三雄」霸榜前五大、力積電噴231億超車南亞科 - FTNN 新聞網,1.0
2026-02-24,2330,台積電飆近2千元大關 創造9777位億萬富翁 - Yahoo股市,0.5
2026-02-24,2330,台積電2000元快來了！近18萬股東聽魏哲家的話 一張最高賺102萬元 - Yahoo股市,0.5
2026-02-24,2330,快訊／台股收盤大漲927.56點創史上第二大漲點　台積電漲65元至1965 - ETtoday財經雲,0.5
2026-02-24,2330,台積電二千元近了! 今年狂飆425元、貢獻台股3400點 | 太報 - LINE TODAY,0.5
2026-02-24,2330,台積電二千元近了! 今年狂飆425元、貢獻台股3400點 - Yahoo新聞,0.5
2026-02-24,2330,台積電二千元近了! 今年狂飆425元、貢獻台股3400點 | 太報 - LINE TODAY,0.5
2026-02-24,2330,台積電最後一單灌進8011張買單！收1965元天價 市值逼近51兆元 - Yahoo股市,0.5
2026-02-24,2330,2330 台積電 - 2月25日五件財經大事搶先看一、台股作夢行情喊攻35K...｜CMoney 股市爆料同學會 - cmoney.tw,0.0
2026-02-24,2330,2330 台積電 - 台積電狂漲被證交所盯上批踢踢轟動：被關就見證歷史 20...｜CMoney 股市爆料同學會 - cmoney.tw,0.5
2026-02-24,2330,台積電漲太快？蔡明翰曝今年衝3字頭恐變「甜蜜毒藥」：本益比撐不住才可怕- 證券 - 工商時報,-1.0
2026-02-24,2330,"台積電收天價1,965元、大漲65元 單日上漲金額追平歷史第三大紀錄 - 聯合新聞網",1.0
2026-02-24,2330,三大法人買賣超 – 外資買超(2330)台積電、(2327)國巨*，投信買超(2330)台積電、(3037)欣興，法人合計買超836.86億元 - sinotrade.com.tw,0.0
2026-02-24,2330,誰偷買台積電？最後1分鐘8011張神祕買單 外資砸135億元認錯回補 - Yahoo股市,0.5
2026-02-24,2330,焦點股》台積電：股價衝2000元新天價 市值近52兆元 - stock.ltn.com.tw,0.5
2026-02-24,2330,《證交所》今日單一證券鉅額成交股票：台積電、日月光投控、光寶科- 上市櫃 - 旺得富理財網,0.5
2026-02-24,2330,今日單一證券鉅額成交股票：台積電、日月光投控、光寶科、勝一 - 旺得富理財網,0.5
2026-02-24,2330,台積電2073元天價要來了？ 盤後驚見仙人指路 20張「超鉅額」交易 - Yahoo股市,0.0
2026-02-24,2330,"外資喊台積電是首選！3,000元竟是毒藥？蔡明翰揭「天價背後」估值修正殺機：50倍本益比是高空接刀- 上市櫃 - 旺得富理財網",-0.5
2026-02-24,2330,台積電價量再創新猷散戶搶進 法人：挑戰2000元新天價 - Yahoo股市,0.0
2026-02-24,2330,"台股35,000點穩了？台積電盤後鉅額交易驚見2,073元歷史天價| 股市要聞| 股市 | 聯合新聞網 - 聯合新聞網",0.5
2026-02-24,2330,"台股35,000點穩了？台積電盤後鉅額交易驚見2,073元歷史天價 - 聯合新聞網",0.0
2026-02-24,2330,"台股35,000點穩了？台積電盤後鉅額交易驚見2,073元歷史天價 - udn 聯合新聞網",0.0
2026-02-24,2330,台積電被證交所盯上！6天價差過大 並列「26檔注意股」 - Yahoo股市,0.5
2026-02-24,2330,史上第五次！台積電股價狂飆遭證交所列注意股- 證券 - 工商時報,0.5
2026-02-24,2330,快訊／台積電現貨飆漲遭列注意股！　期貨夜盤2000元達陣 - ETtoday財經雲,0.5
2026-02-24,2330,快訊／台積電飆漲遭列台股注意股！　期貨夜盤2000元達陣 - ETtoday財經雲,0.5
2026-02-24,2330,該降溫了？台積電連日創高 遭證交所列入注意股票 - udn 聯合新聞網,1.0
2026-02-24,2330,該降溫了？台積電連日創高 遭證交所列入注意股票 - 聯合新聞網,1.0
2026-02-24,2330,神山漲到被盯上！台積電罕見入列注意股 今年來已噴漲近27% - Yahoo股市,0.5
2026-02-24,2330,台積電狂漲被證交所盯上　批踢踢轟動：被關就見證歷史 - ETtoday財經雲,0.5
2026-02-24,2330,台積電期貨夜盤收2015元　今起列入注意股 - ETtoday財經雲,1.0
2026-02-24,2330,台積電期貨夜盤收2015元　遭列入注意股 - ETtoday財經雲,1.0
2026-02-24,2330,馬年開市1／台積電奔向2千元 台股「欲小不易」登上4萬點指日可待 - PChome Online 新聞,1.0
2026-02-24,2330,馬年開市1／台積電奔向2千元 台股「欲小不易」登上4萬點指日可待 - PChome Online新聞,1.0
2026-02-24,2330,台積電開市第三天就破2000了！ #果粒 - facebook.com,0.5
2026-02-24,2330,台積電開市第三天就破2000了！ #果粒 - Facebook,0.5
2026-02-24,2330,該降溫了？台積電連日創高 遭證交所列入注意股票 - 聯合新聞網,1.0
2026-02-24,2330,該降溫了？台積電連日創高 遭證交所列入注意股票 - udn 聯合新聞網,1.0
2026-02-24,2330,【即時新聞】台積電(2330)收盤價1965元創新高，市值飆破50兆大關！ - CMoney投資網誌,0.5
2026-02-24,2330,台積電外資喊「買進、調高目標價」卻狂賣？3大真實原因曝光：散戶這樣做就能贏| 股市要聞| 股市 - udn 聯合新聞網,0.5
2026-02-24,2330,台積電外資喊「買進、調高目標價」卻狂賣？3大真實原因曝光：散戶這樣做就能贏| 股市要聞| 股市 - 聯合新聞網,0.5
2026-02-24,2330,台積電外資喊「買進、調高目標價」卻狂賣？3大真實原因曝光：散戶這樣做就能贏| 股市要聞| 股市 | 聯合新聞網 - udn 聯合新聞網,1.0
2026-02-24,2330,台積電外資喊「買進、調高目標價」卻狂賣？3大真實原因曝光：散戶這樣做就能贏| 股市要聞| 股市 | 聯合新聞網 - 聯合新聞網,1.0
2026-02-25,2330,《台北股市》注意股：25日55檔 「1原因」台積電、日月光投控入列- 上市櫃 - 旺得富理財網,0.5
2026-02-25,2330,《台北股市》注意股：25日55檔 「1原因」台積電、日月光投控入列- 上市櫃 - 旺得富理財網,0.5
2026-02-25,2330,《半導體》注意股：台積電 近5日漲10.39% - 旺得富理財網,0.5
2026-02-25,2330,《半導體》注意股：台積電 近5日漲10.39% - 旺得富理財網,0.5
2026-02-25,2330,台積電狂漲遭列注意股！鄉民：被關就見證歷史 - Yahoo股市,0.5
2026-02-25,2330,快訊／台積電2000元來了！　台股首登35K大漲470點 - ETtoday財經雲,0.5
